word	level	pinyin	gloss
夺取	HSK6	duó qǔ	to seize; to capture
多余	HSK6	duō yú	superfluous; unnecessary
多元	HSK6	duō yuán	poly-; multi-
都市	HSK6	dū shì	city; metropolis
恶劣	HSK6	è liè	vile; nasty
耳环	HSK6	ěr huán	earring; CL:隻|只[zhi1],對|对[dui4]
儿科	HSK6	ér kē	pediatrics
二氧化碳	HSK6	èr yǎng huà tàn	carbon dioxide CO2
恶心	HSK6	ě xīn	nausea; to feel sick
发病	HSK6	fā bìng	(of an illness) to occur; (of a person) to get sick; to fall ill
发愁	HSK6	fā chóu	to worry; to fret
发电	HSK6	fā diàn	to generate electricity; to send a telegram
法定	HSK6	fǎ dìng	statutory; law-based; legal
发动	HSK6	fā dòng	to start; to launch
发放	HSK6	fā fàng	to provide; to give
法官	HSK6	fǎ guān	judge (in court)
发光	HSK6	fā guāng	to emit light; to shine; to glow; to glisten; to be luminous
法规	HSK6	fǎ guī	legislation; statute
犯	HSK6	fàn	to violate; to offend
番	HSK6	fān	(bound form) foreign (non-Chinese); barbarian; classifier for processes or actions that take time and effort
妨碍	HSK6	fáng ài	to hinder; to obstruct
放大	HSK6	fàng dà	to enlarge; to magnify
方方面面	HSK6	fāng fāng miàn miàn	all sides; all aspects; multifaceted
放飞	HSK6	fàng fēi	to allow to fly
房价	HSK6	fáng jià	house price; cost of housing
访谈	HSK6	fǎng tán	to visit and discuss; to interview
方位	HSK6	fāng wèi	direction; points of the compass
方言	HSK6	fāng yán	topolect; dialect
防治	HSK6	fáng zhì	to prevent and cure; prevention and cure
反馈	HSK6	fǎn kuì	to send back information; feedback
繁忙	HSK6	fán máng	busy; bustling
凡（是）	HSK6	fán （ shì ）	
反思	HSK6	fǎn sī	to think back over sth; to review
繁殖	HSK6	fán zhí	to breed; to reproduce
发票	HSK6	fā piào	invoice; receipt; bill; uniform invoice (abbr. for 統一發票|统一发票[tong3 yi1 fa1 piao4])
发行	HSK6	fā xíng	to publish; to issue; to release; to distribute
发炎	HSK6	fā yán	to become inflamed; inflammation
发育	HSK6	fā yù	to develop; to mature
肥	HSK6	féi	fat; fertile
肺	HSK6	fèi	lung; CL:個|个[ge4]
肥胖	HSK6	féi pàng	fat; obese
飞速	HSK6	fēi sù	swift; rapidly
肥沃	HSK6	féi wò	fertile
肺炎	HSK6	fèi yán	pneumonia; inflammation of the lungs
粉	HSK6	fěn	powder; cosmetic face powder
封闭	HSK6	fēng bì	to close; to seal off; to close down (an illegal venue)
风光	HSK6	fēng guāng	scene; view
风力	HSK6	fēng lì	wind force; wind power
分工	HSK6	fēn gōng	to divide up the work; division of labor
丰收	HSK6	fēng shōu	to reap a bumper harvest
奉献	HSK6	fèng xiàn	to offer respectfully; to consecrate
风雨	HSK6	fēng yǔ	wind and rain; the elements
分级	HSK6	fēn jí	to rank; to grade
愤怒	HSK6	fèn nù	angry; indignant
分期	HSK6	fēn qī	by stages; staggered
分散	HSK6	fēn sàn	to scatter; to disperse
氛围	HSK6	fēn wéi	ambience; atmosphere
服	HSK6	fú	clothes; dress
浮	HSK6	fú	to float; superficial
副	HSK6	fù	secondary; auxiliary
服从	HSK6	fú cóng	to obey (an order); to comply
辅导	HSK6	fǔ dǎo	to guide; to mentor; to counsel; to coach; to tutor
幅度	HSK6	fú dù	width; extent
覆盖	HSK6	fù gài	to cover
符号	HSK6	fú hào	symbol; mark; sign
附件	HSK6	fù jiàn	appendix (in a document); enclosure (accompanying a document)
福利	HSK6	fú lì	material benefit; benefit in kind
负面	HSK6	fù miàn	negative; the negative side
夫人	HSK6	fū ren	lady; madam
服用	HSK6	fú yòng	to take (medicine)
富裕	HSK6	Fù yù	see 富裕縣|富裕县[Fu4 yu4 Xian4]
赋予	HSK6	fù yǔ	to assign; to entrust (a task)
辅助	HSK6	fǔ zhù	to assist; to aid; supplementary; auxiliary
该	HSK6	gāi	should; ought to
改编	HSK6	gǎi biān	to adapt; to rearrange
概率	HSK6	gài lǜ	probability (math.)
改造	HSK6	gǎi zào	to transform; to reform
肝	HSK6	gān	liver (CL:葉|叶[ye4]); (slang) to put in long hours, typically late into the night, playing (a video game)
干脆	HSK6	gān cuì	candid; direct and to the point
尴尬	HSK6	gān gà	awkward; embarrassed
钢笔	HSK6	gāng bǐ	fountain pen; CL:支[zhi1]
港口	HSK6	gǎng kǒu	port; harbor
岗位	HSK6	gǎng wèi	a post; a job
干旱	HSK6	gān hàn	drought; (of land, climate etc) arid; dry
感激	HSK6	gǎn jī	to be grateful; to appreciate
赶忙	HSK6	gǎn máng	to hurry; to hasten
感染	HSK6	gǎn rǎn	to infect; infection; (fig.) to influence
干扰	HSK6	gān rǎo	to disturb; to interfere
感想	HSK6	gǎn xiǎng	impressions; reflections
干燥	HSK6	gān zào	(of weather, climate, soil etc) dry; arid; (of skin, mouth etc) dry
高层	HSK6	gāo céng	high-rise; high level; high class
高超	HSK6	gāo chāo	excellent; superlative
高等	HSK6	gāo děng	high-level; higher (animals, education etc)
高端	HSK6	gāo duān	high-end
高峰	HSK6	gāo fēng	peak; summit
稿件	HSK6	gǎo jiàn	piece of writing submitted for publication; manuscript; article
高尚	HSK6	gāo shàng	noble; lofty
高手	HSK6	gāo shǒu	expert; past master
高新技术	HSK6	gāo xīn jì shù	high tech; high technology
高原	HSK6	gāo yuán	plateau; CL:片[pian4]
稿子	HSK6	gǎo zi	draft of a document; script
割	HSK6	gē	to cut; to cut apart
隔壁	HSK6	gé bì	next door; neighbor
歌唱	HSK6	gē chàng	to sing
革命	HSK6	gé mìng	to withdraw the mandate of heaven (and transition to a new dynasty) (original meaning); revolution
跟前	HSK6	gēn qián	the front (of); (in) front
跟随	HSK6	gēn suí	to follow
跟踪	HSK6	gēn zōng	to follow sb's tracks; to tail
个体	HSK6	gè tǐ	an individual; self-employed individual; small business operator (abbr. for 個體戶|个体户[ge4 ti3 hu4])
公	HSK6	gōng	public; collectively owned
宫	HSK6	gōng	palace; temple
公安	HSK6	gōng ān	(Ministry of) Public Security; public safety
工地	HSK6	gōng dì	construction site
工夫	HSK6	gōng fu	period of time (may be months, or mere seconds); spare time
公告	HSK6	gōng gào	post; announcement
巩固	HSK6	gǒng gù	to consolidate; to strengthen; firm; solid; stable
共计	HSK6	gòng jì	to sum up to; to total
供给	HSK6	gōng jǐ	to furnish; to provide
攻击	HSK6	gōng jī	to attack; to accuse
公开	HSK6	gōng kāi	open; overt; public; to make public; to release
公民	HSK6	gōng mín	citizen
公认	HSK6	gōng rèn	publicly known (to be); accepted (as)
功效	HSK6	gōng xiào	efficacy
工序	HSK6	gōng xù	working procedure; process
公益	HSK6	gōng yì	public good; public welfare; public interest
供应	HSK6	gōng yìng	to supply; to provide (goods, services etc)
公元	HSK6	gōng yuán	CE (Common Era); Christian Era
公正	HSK6	gōng zhèng	just; fair; equitable
公众	HSK6	gōng zhòng	public
公主	HSK6	gōng zhǔ	princess
沟	HSK6	gōu	ditch; gutter
构造	HSK6	gòu zào	structure; composition
顾	HSK6	Gù	surname Gu
拐	HSK6	guǎi	to turn (a corner etc); to kidnap
拐弯	HSK6	guǎi wān	to go round a curve; to turn a corner
罐	HSK6	guàn	can; jar
官	HSK6	guān	government official; governmental
关爱	HSK6	guān ài	to show concern and care for
管道	HSK6	guǎn dào	tubing; pipeline
官方	HSK6	guān fāng	government; official (approved or issued by an authority)
广阔	HSK6	guǎng kuò	wide; vast
观光	HSK6	guān guāng	to tour; sightseeing
关怀	HSK6	guān huái	care; solicitude
关联	HSK6	guān lián	to be related; to be connected; relationship; connection
观赏	HSK6	guān shǎng	to look at sth with pleasure; to watch (sth marvelous); ornamental
官员	HSK6	guān yuán	official (in an organization or government); administrator
古典	HSK6	gǔ diǎn	classical
孤独	HSK6	gū dú	lonely; solitary
姑姑	HSK6	gū gu	paternal aunt; CL:個|个[ge4]
跪	HSK6	guì	to kneel
归	HSK6	guī	to return; to go back to
轨道	HSK6	guǐ dào	track (for trains etc); orbit (of a satellite)
规范	HSK6	guī fàn	norm; standard
规划	HSK6	guī huà	to draw up a plan; to map out a program; a plan; a program
归还	HSK6	guī huán	to return sth; to revert
规矩	HSK6	guī ju	lit. compass and set square; fig. established standard
贵重	HSK6	guì zhòng	precious
古迹	HSK6	gǔ jì	place of historic interest; historical site
棍	HSK6	gùn	stick; rod; truncheon; scoundrel; villain
国宝	HSK6	guó bǎo	national treasure
国产	HSK6	guó chǎn	domestically produced
过渡	HSK6	guò dù	to cross over (by ferry); transition
国歌	HSK6	guó gē	national anthem
过后	HSK6	guò hòu	after the event
国旗	HSK6	guó qí	flag (of a country); CL:面[mian4]
国情	HSK6	guó qíng	the characteristics and circumstances particular to a country; current state of a country
过时	HSK6	guò shí	old-fashioned; out of date
国王	HSK6	guó wáng	king
股票	HSK6	gǔ piào	share certificate; stock (finance)
古人	HSK6	gǔ rén	people of ancient times; the ancients
股市	HSK6	gǔ shì	stock market
固体	HSK6	gù tǐ	solid
骨头	HSK6	gǔ tou	bone; CL:根[gen1],塊|块[kuai4]
顾问	HSK6	gù wèn	adviser; consultant
鼓舞	HSK6	gǔ wǔ	to inspire; to encourage; to hearten; to boost (morale)
故障	HSK6	gù zhàng	malfunction; breakdown
害	HSK6	hài	to do harm to; to cause trouble to
海内外	HSK6	hǎi nèi wài	domestic and international; at home and abroad
海岸	HSK6	hǎi àn	coastal; seacoast
海拔	HSK6	hǎi bá	height above sea level; elevation
海面	HSK6	hǎi miàn	the surface of the sea; ocean surface
海域	HSK6	hǎi yù	sea area; territorial waters
寒冬	HSK6	hán dōng	cold winter
航空	HSK6	háng kōng	aviation
罕见	HSK6	hǎn jiàn	rare; rarely seen
含义	HSK6	hán yì	meaning (implicit in a phrase); implied meaning
旱灾	HSK6	hàn zāi	drought
毫不	HSK6	háo bù	hardly; not in the least
毫无	HSK6	háo wú	not in the least; to completely lack
好不	HSK6	hǎo bù	not at all ...; how very ...
好感	HSK6	hǎo gǎn	good opinion; favorable impression
好客	HSK6	hào kè	hospitality; to treat guests well
毫米	HSK6	háo mǐ	millimeter
好容易	HSK6	hǎo róng yì	(idiomatic usage) with great difficulty; to have a hard time (convincing sb, relinquishing sth etc)
毫升	HSK6	háo shēng	milliliter
好学	HSK6	hào xué	eager to study; studious
号召	HSK6	hào zhào	to call; to appeal
合并	HSK6	hé bìng	to merge; to annex
合成	HSK6	hé chéng	to compose; to constitute
嘿	HSK6	hēi	hey
黑暗	HSK6	hēi àn	dark; darkly
恨	HSK6	hèn	to hate; to regret
狠	HSK6	hěn	ruthless; fierce; ferocious; determined; resolute
横	HSK6	héng	horizontal; across
衡量	HSK6	héng liáng	to weigh; to examine
痕迹	HSK6	hén jì	vestige; mark
和平	HSK6	hé píng	peace; peaceful
和谐	HSK6	hé xié	harmonious; harmony
核心	HSK6	hé xīn	core; nucleus
宏大	HSK6	hóng dà	great; grand
洪水	HSK6	hóng shuǐ	deluge; flood
后代	HSK6	hòu dài	descendant; progeny; posterity; later ages; later generations
后期	HSK6	hòu qī	late stage; later period
后人	HSK6	hòu rén	later generation
后退	HSK6	hòu tuì	to recoil; to draw back; to fall back; to retreat
后者	HSK6	hòu zhě	the latter
壶	HSK6	hú	pot; classifier for bottled liquid
户	HSK6	hù	a household; door
划	HSK6	huà	to delimit; to transfer
滑冰	HSK6	huá bīng	to skate; skating
花朵	HSK6	huā duǒ	flower
划分	HSK6	huà fēn	to divide up; to partition
怀	HSK6	huái	bosom; heart
怀念	HSK6	huái niàn	to cherish the memory of; to think of
怀孕	HSK6	huái yùn	pregnant; to have conceived
环	HSK6	huán	ring; hoop
患	HSK6	huàn	to suffer (from illness); to contract (a disease)
黄	HSK6	huáng	yellow; pornographic
皇帝	HSK6	huáng dì	emperor; CL:個|个[ge4]
欢乐	HSK6	huān lè	gaiety; gladness
幻想	HSK6	huàn xiǎng	to fantasize; to imagine; an illusion; a fantasy
还原	HSK6	huán yuán	to restore to the original state; to reconstruct (an event)
患者	HSK6	huàn zhě	patient; sufferer
花生	HSK6	huā shēng	peanut; CL:粒[li4]
化石	HSK6	huà shí	fossil
话筒	HSK6	huà tǒng	microphone; (telephone) receiver; handset
滑行	HSK6	huá xíng	to slide; to coast
滑雪	HSK6	huá xuě	to ski; skiing
化妆	HSK6	huà zhuāng	to put on makeup
汇	HSK6	huì	to remit; to converge (of rivers)
回报	HSK6	huí bào	(in) return; reciprocation
汇报	HSK6	huì bào	to report; to give an account of
灰尘	HSK6	huī chén	dust
回顾	HSK6	huí gù	to look back; to review
绘画	HSK6	huì huà	to draw; to paint
会见	HSK6	huì jiàn	to meet with (sb who is paying a visit); CL:次[ci4]
汇款	HSK6	huì kuǎn	to remit money; remittance
回头	HSK6	huí tóu	to turn round; to turn one's head; later; by and by
灰心	HSK6	huī xīn	to lose heart; to be discouraged
忽略	HSK6	hū lüè	to neglect; to overlook; to ignore
混	HSK6	hùn	to mix; to mingle
混合	HSK6	hùn hé	to mix; to blend; hybrid; composite
混乱	HSK6	hùn luàn	confused; chaotic; disorderly
婚姻	HSK6	hūn yīn	marriage; matrimony; CL:樁|桩[zhuang1],次[ci4]
货币	HSK6	huò bì	currency; monetary
火柴	HSK6	huǒ chái	match (for lighting fire); CL:根[gen1],盒[he2]
货车	HSK6	huò chē	truck; van
活力	HSK6	huó lì	energy; vitality
活跃	HSK6	huó yuè	active; lively
火灾	HSK6	huǒ zāi	serious fire (in a city or a forest etc)
互助	HSK6	Hù zhù	see 互助土族自治縣|互助土族自治县[Hu4 zhu4 Tu3 zu2 Zi4 zhi4 xian4]
胡子	HSK6	hú zi	beard; mustache or whiskers
嫁	HSK6	jià	(of a woman) to marry; to marry off a daughter
夹	HSK6	jiā	to press from either side; to place in between
加倍	HSK6	jiā bèi	to double; to redouble
家常	HSK6	jiā cháng	the daily life of a family
家家户户	HSK6	jiā jiā hù hù	each and every family (idiom); every household
加剧	HSK6	jiā jù	to intensify
家居	HSK6	jiā jū	home; residence; to stay at home (unemployed)
剑	HSK6	jiàn	double-edged sword; CL:口[kou3],把[ba3]
箭	HSK6	jiàn	arrow; CL:支[zhi1]
尖	HSK6	jiān	pointed; tapering; sharp; (of a sound) shrill; piercing
肩膀	HSK6	jiān bǎng	shoulder
检测	HSK6	jiǎn cè	to test; to detect
监测	HSK6	jiān cè	to monitor
鉴定	HSK6	jiàn dìng	to examine sth to determine its authenticity, quality, value etc; to appraise; to evaluate; to authenticate
坚定	HSK6	jiān dìng	firm; steady
监督	HSK6	jiān dū	to supervise; to oversee; to inspect
酱	HSK6	jiàng	thick paste of fermented soybean; marinated in soy paste
间隔	HSK6	jiàn gé	gap; interval
讲解	HSK6	jiǎng jiě	to explain
将军	HSK6	jiāng jūn	general; high-ranking military officer
奖牌	HSK6	jiǎng pái	medal (awarded as a prize)
奖品	HSK6	jiǎng pǐn	award; prize
坚固	HSK6	jiān gù	firm; firmly
酱油	HSK6	jiàng yóu	soy sauce
简化	HSK6	jiǎn huà	to simplify
间接	HSK6	jiàn jiē	indirect
简介	HSK6	jiǎn jiè	summary; brief introduction
坚决	HSK6	jiān jué	firm; resolute; determined
艰难	HSK6	jiān nán	difficult; hard
健全	HSK6	jiàn quán	robust; sound
减弱	HSK6	jiǎn ruò	to weaken; to diminish
艰辛	HSK6	jiān xīn	hardships; arduous
减压	HSK6	jiǎn yā	to reduce pressure; to relax
检验	HSK6	jiǎn yàn	to inspect; to examine
坚硬	HSK6	jiān yìng	hard; solid
兼职	HSK6	jiān zhí	to hold concurrent posts; concurrent job
建筑物	HSK6	jiàn zhù wù	building; structure
胶带	HSK6	jiāo dài	adhesive tape; magnetic tape
焦点	HSK6	jiāo diǎn	(lit. and fig.) focal point; focus
交际	HSK6	jiāo jì	communication; social intercourse
焦虑	HSK6	jiāo lǜ	anxious; worried
角落	HSK6	jiǎo luò	corner (of a room, courtyard etc); (fig.) remote spot; nook
胶水	HSK6	jiāo shuǐ	glue
交谈	HSK6	jiāo tán	to discuss; to converse; chat; discussion
郊外	HSK6	jiāo wài	outskirts
较为	HSK6	jiào wéi	comparatively; relatively
教训	HSK6	jiào xun	to provide guidance; to lecture sb; to upbraid; a talking-to; a bitter lesson
脚印	HSK6	jiǎo yìn	footprint
假设	HSK6	jiǎ shè	to suppose; to presume
家属	HSK6	jiā shǔ	family member; (family) dependent
加以	HSK6	jiā yǐ	(formal) to apply; to carry out; to take action to (do sth) (used before a disyllabic verb, indicating that...
家园	HSK6	jiā yuán	home; homeland
加重	HSK6	jiā zhòng	to make heavier; to emphasize
击败	HSK6	jī bài	to defeat; to beat
即便	HSK6	jí biàn	even if; even though
继承	HSK6	jì chéng	to inherit; to succeed to (the throne etc)
基地	HSK6	Jī dì	al-Qaeda
机动车	HSK6	jī dòng chē	motor vehicle
极端	HSK6	jí duān	extreme
解	HSK6	jiě	to divide; to break up
结	HSK6	jié	knot; sturdy
饥饿	HSK6	jī è	hunger; starvation
杰出	HSK6	jié chū	outstanding; distinguished
解答	HSK6	jiě dá	to solve (a problem); to resolve (a difficulty)
解读	HSK6	jiě dú	to decipher; to decode
解放	HSK6	jiě fàng	to liberate; to emancipate
结果	HSK6	jié guǒ	outcome; result; consequence; in the end; as a result
借鉴	HSK6	jiè jiàn	to draw on (others' experience); to learn from (how others do things)
接连	HSK6	jiē lián	on end; in a row
节能	HSK6	jié néng	to conserve energy; to minimize energy consumption
结实	HSK6	jiē shi	rugged; sturdy
解说	HSK6	jiě shuō	to explain (verbally); to give a running commentary
街头	HSK6	jiē tóu	street
结尾	HSK6	jié wěi	ending; coda
截至	HSK6	jié zhì	up to (a time); by (a time)
截止	HSK6	jié zhǐ	to end; to close; (electricity) cut-off
戒指	HSK6	jiè zhi	(finger) ring
借助	HSK6	jiè zhù	to draw support from; with the help of
节奏	HSK6	jié zòu	rhythm; tempo
激发	HSK6	jī fā	to arouse; to stimulate
基金	HSK6	jī jīn	fund
急救	HSK6	jí jiù	to give emergency treatment; first aid
季军	HSK6	jì jūn	third in a race; bronze medalist
激励	HSK6	jī lì	to encourage; to urge
纪律	HSK6	jì lǜ	discipline
寂寞	HSK6	jì mò	lonely; lonesome
尽	HSK6	jìn	to use up; to exhaust
进而	HSK6	jìn ér	and then; and thereby; and in turn
进度	HSK6	jìn dù	rate of progress
金额	HSK6	jīn é	sum of money; amount of money
净	HSK6	jìng	clean; completely
井	HSK6	jǐng	a well; CL:口[kou3]
警告	HSK6	jǐng gào	to warn; to admonish
景观	HSK6	jǐng guān	landscape
精美	HSK6	jīng měi	exquisite; elegant; fine
精确	HSK6	jīng què	accurate; precise
惊人	HSK6	jīng rén	astonishing
竞赛	HSK6	jìng sài	to compete; to race; contest; competition; match; race
经商	HSK6	jīng shāng	to trade; to carry out commercial activities
精通	HSK6	jīng tōng	to be proficient in; to master (a subject)
镜头	HSK6	jìng tóu	camera lens; camera shot (in a movie etc)
景象	HSK6	jǐng xiàng	scene; sight (to behold)
精心	HSK6	jīng xīn	with utmost care; fine
惊讶	HSK6	jīng yà	amazed; astonished
精致	HSK6	jīng zhì	delicate; fine; exquisite; refined
颈椎	HSK6	jǐng zhuī	cervical vertebra; the seven cervical vertebrae in the neck of humans and most mammals
精准	HSK6	jīng zhǔn	accurate; exact
进化	HSK6	jìn huà	to evolve (biologically, technologically etc); evolution
近来	HSK6	jìn lái	recently; lately
金牌	HSK6	jīn pái	gold medal; CL:枚[mei2]
金钱	HSK6	jīn qián	money; currency
金融	HSK6	jīn róng	banking; finance
近视	HSK6	jìn shì	shortsighted; nearsighted
金属	HSK6	jīn shǔ	metal; CL:種|种[zhong3]
进展	HSK6	jìn zhǎn	to make headway; to make progress
金子	HSK6	Jīn zǐ	Kaneko (Japanese surname)
技巧	HSK6	jì qiǎo	skill; technique
急切	HSK6	jí qiè	eager; impatient
激情	HSK6	jī qíng	passion; fervor
集团	HSK6	jí tuán	group; bloc
就读	HSK6	jiù dú	to go to school
纠纷	HSK6	jiū fēn	dispute
酒精	HSK6	jiǔ jīng	(coll.) ethanol; ethyl alcohol
舅舅	HSK6	jiù jiu	mother's brother; maternal uncle (informal)
救命	HSK6	jiù mìng	to save sb's life; (interj.) Help!
酒水	HSK6	jiǔ shuǐ	alcoholic and non-alcoholic beverages (e.g. on a menu)
就算	HSK6	jiù suàn	(coll.) even if
救援	HSK6	jiù yuán	to save; to support
救灾	HSK6	jiù zāi	to relieve disaster; to help disaster victims
纠正	HSK6	jiū zhèng	to correct; to make right
救助	HSK6	jiù zhù	to help sb in trouble; aid
极为	HSK6	jí wéi	extremely; exceedingly
吉祥	HSK6	jí xiáng	lucky; auspicious
机械	HSK6	jī xiè	machine; machinery
技艺	HSK6	jì yì	skill; art
基因	HSK6	jī yīn	gene (loanword)
给予	HSK6	jǐ yǔ	(literary) to give; to accord; to render
机遇	HSK6	jī yù	opportunity; favorable turn of events; stroke of luck
机制	HSK6	jī zhì	mechanism
局	HSK6	jú	office; situation
局	HSK6	jú	office; situation
卷	HSK6	juàn	scroll; book
卷	HSK6	juàn	scroll; book
捐款	HSK6	juān kuǎn	to donate money; to contribute funds
捐赠	HSK6	juān zèng	to contribute (as a gift); to donate
剧本	HSK6	jù běn	script; screenplay; scenario; libretto
举动	HSK6	jǔ dòng	act; action
决策	HSK6	jué cè	strategic decision; decision-making
绝望	HSK6	jué wàng	to despair; to give up all hope
菊花	HSK6	jú huā	chrysanthemum; (TCM) chrysanthemum flower
聚集	HSK6	jù jí	to assemble; to gather
俱乐部	HSK6	jù lè bù	(loanword) club (the organization or its premises)
剧烈	HSK6	jù liè	violent; acute; severe; fierce
局面	HSK6	jú miàn	aspect; phase
军队	HSK6	jūn duì	armed forces; troops; CL:支[zhi1]
军人	HSK6	jūn rén	serviceman; soldier
均匀	HSK6	jūn yún	even; well-distributed
局限	HSK6	jú xiàn	to limit; to confine
开创	HSK6	kāi chuàng	to initiate; to start; to found
开关	HSK6	kāi guān	power switch; gas valve
开启	HSK6	kāi qǐ	to start; to begin; to initiate (an era, process, journey etc); (computing) to enable (a feature)
开设	HSK6	kāi shè	to offer (goods or services); to open (for business etc)
开头	HSK6	kāi tóu	beginning; to start
砍	HSK6	kǎn	to chop; to cut down
看不起	HSK6	kàn bu qǐ	to look down upon; to despise
看待	HSK6	kàn dài	to look upon; to regard
看得起	HSK6	kàn de qǐ	to show respect for; to think highly of
康复	HSK6	kāng fù	to recuperate; to recover (health)
看好	HSK6	kān hǎo	to keep an eye on
看似	HSK6	kàn sì	to look as if; to seem
看中	HSK6	kàn zhòng	to have a preference for; to fancy
看重	HSK6	kàn zhòng	to regard as important; to value
考察	HSK6	kǎo chá	to inspect; to observe and study
考古	HSK6	kǎo gǔ	archaeology; to engage in archaeological studies
考核	HSK6	kǎo hé	to examine; to check up on
考验	HSK6	kǎo yàn	to test; to put to the test
卡片	HSK6	kǎ piàn	card
科	HSK6	kē	branch of study; administrative section
客车	HSK6	kè chē	coach; bus
科幻	HSK6	kē huàn	science fiction; abbr. for 科學幻想|科学幻想[ke1 xue2 huan4 xiang3]
可口	HSK6	kě kǒu	tasty; to taste good
可怜	HSK6	kě lián	pitiful; pathetic
科目	HSK6	kē mù	academic subject; field of study
肯	HSK6	kěn	to agree; to consent; to be willing to
科普	HSK6	kē pǔ	popularization of science (abbr. for 科學普及|科学普及[ke1 xue2 pu3 ji2]); (attributive) popular science
课题	HSK6	kè tí	task; problem
渴望	HSK6	kě wàng	to thirst for; to long for
可行	HSK6	kě xíng	feasible
空地	HSK6	kòng dì	vacant land; open space
恐惧	HSK6	kǒng jù	to be frightened; fear
空闲	HSK6	kòng xián	leisure; spare time; (of a person) free; unoccupied
扣	HSK6	kòu	to fasten; to button
口感	HSK6	kǒu gǎn	mouthfeel; texture (of food)
口号	HSK6	kǒu hào	slogan; catchphrase
口腔	HSK6	kǒu qiāng	oral cavity
口头	HSK6	kǒu tóu	oral; verbal
酷	HSK6	kù	ruthless; strong (e.g. of wine)
夸	HSK6	kuā	to boast; to exaggerate; to praise
会计	HSK6	kuài jì	accountant; accountancy
快捷	HSK6	kuài jié	quick; fast
夸奖	HSK6	kuā jiǎng	to praise; to applaud
款	HSK6	kuǎn	section; paragraph
款式	HSK6	kuǎn shì	pattern; style
夸张	HSK6	kuā zhāng	to exaggerate; overstated; exaggerated
亏损	HSK6	kuī sǔn	deficit; (financial) loss
困扰	HSK6	kùn rǎo	to perplex; to disturb
扩展	HSK6	kuò zhǎn	to extend; to expand
枯燥	HSK6	kū zào	dry and dull; uninteresting; tedious
啦	HSK6	lā	(onom.) sound of singing, cheering etc; (phonetic)
落	HSK6	luò	to fall or drop; (of the sun) to set
赖	HSK6	lài	to depend on; to hang on in a place
来临	HSK6	lái lín	to approach; to come closer
来往	HSK6	lái wǎng	to come and go; to have dealings with
辣椒	HSK6	là jiāo	hot pepper; chili
拦	HSK6	lán	to block sb's path; to obstruct
栏	HSK6	lán	fence; railing
烂	HSK6	làn	soft; mushy; well-cooked and soft
狼	HSK6	láng	wolf; CL:匹[pi3],隻|只[zhi1],條|条[tiao2]
朗读	HSK6	lǎng dú	to read aloud
兰花	HSK6	lán huā	cymbidium; orchid
牢	HSK6	láo	(literary) pen; fold (for livestock); prison; jail
劳动力	HSK6	láo dòng lì	labor force; manpower
老实	HSK6	lǎo shi	honest; sincere; well-behaved
老鼠	HSK6	lǎo shǔ	rat; mouse (CL:隻|只[zhi1])
老太太	HSK6	lǎo tài tai	elderly lady (respectful); esteemed mother
雷	HSK6	léi	thunder; (bound form) (military) mine, as in 地雷[di4 lei2] land mine
类别	HSK6	lèi bié	classification; category
乐于	HSK6	lè yú	willing (to do sth); to take pleasure in
立	HSK6	lì	to stand; to set up
粒	HSK6	lì	grain; granule; pellet; particle; classifier for small round objects (peas, bullets, peanuts, pills, grains...
理	HSK6	lǐ	texture; grain (of wood)
晾	HSK6	liàng	to dry in the air; (fig.) to cold-shoulder
两岸	HSK6	liǎng àn	bilateral; both shores
两极	HSK6	liǎng jí	the two poles; the north and south poles
联合国	HSK6	Lián hé guó	United Nations
链接	HSK6	liàn jiē	to link; to catenate; link (on a web page); hyperlink
联网	HSK6	lián wǎng	to connect (or be connected) to a network; to network
联想	HSK6	lián xiǎng	to associate (cognitively); to make an associative connection
料	HSK6	liào	material; stuff
料	HSK6	liào	material; stuff
理财	HSK6	lǐ cái	to manage wealth; to manage finances; money management
立场	HSK6	lì chǎng	position; standpoint
力度	HSK6	lì dù	strength; vigor
历经	HSK6	lì jīng	to experience; to go through
理科	HSK6	lǐ kē	the sciences (as opposed to the humanities 文科[wen2 ke1])
淋	HSK6	lìn	to filter; to strain
凌晨	HSK6	líng chén	very early in the morning; in the wee hours
历年	HSK6	lì nián	over the years; bygone years
理念	HSK6	lǐ niàn	idea; concept
流程	HSK6	liú chéng	course; stream
流动	HSK6	liú dòng	to flow; to circulate; to move about; mobile; (of assets) liquid
浏览器	HSK6	liú lǎn qì	browser (software)
流量	HSK6	liú liàng	flow rate; throughput of passengers; volume of traffic; (hydrology) discharge
流入	HSK6	liú rù	to flow into; inflow
流通	HSK6	liú tōng	to circulate; to distribute; circulation; distribution
例外	HSK6	lì wài	exception; to be an exception
利息	HSK6	lì xī	interest (on a loan); CL:筆|笔[bi3]
理性	HSK6	lǐ xìng	reason; rationality
露	HSK6	lù	dew; syrup
楼道	HSK6	lóu dào	corridor; passageway (in storied building)
漏洞	HSK6	lòu dòng	leak; hole
露	HSK6	lù	dew; syrup
率	HSK6	shuài	to lead; to command
路程	HSK6	lù chéng	route; path traveled
旅程	HSK6	lǚ chéng	journey; trip
绿化	HSK6	lǜ huà	to make green with plants; to reforest
路况	HSK6	lù kuàng	road condition(s) (e.g. surface, traffic flow etc)
路面	HSK6	lù miàn	road surface
轮	HSK6	lún	wheel; disk; ring; steamship
