word	level	pinyin	gloss
抬头	HSK4	tái tóu	to raise one's head; to look up; (fig.) to begin to emerge; to show signs of growth
弹	HSK4	tán	to pluck (a string); to play (a string instrument)
谈	HSK4	tán	to speak; to talk
趟	HSK4	tāng	to wade; to trample
躺	HSK4	tǎng	to recline; to lie down
汤	HSK4	tāng	soup; hot or boiling water
讨论	HSK4	tǎo lùn	to discuss; to talk over
讨厌	HSK4	tǎo yàn	to dislike; to loathe
特点	HSK4	tè diǎn	characteristic; trait; feature
提	HSK4	tí	to carry (hanging down from the hand); to lift
填写	HSK4	tián xiě	to fill in a form; to write data in a box (on a questionnaire or web form)
条件	HSK4	tiáo jiàn	condition; circumstance; term; factor; requirement; prerequisite; qualification
提出	HSK4	tí chū	to raise (an issue); to propose
提到	HSK4	tí dào	to mention; to raise (a subject)
提供	HSK4	tí gōng	to offer; to supply
体检	HSK4	tǐ jiǎn	abbr. for 體格檢查|体格检查[ti3 ge2 jian3 cha2]
停	HSK4	tíng	to stop; to halt
停车	HSK4	tíng chē	to pull up (stop one's vehicle); to park
停车场	HSK4	tíng chē chǎng	parking lot; car park
听力	HSK4	tīng lì	hearing; listening ability
停止	HSK4	tíng zhǐ	to stop; to halt; to cease
听众	HSK4	tīng zhòng	audience; listeners
提前	HSK4	tí qián	to shift to an earlier date; to do sth ahead of time
体温	HSK4	tǐ wēn	(body) temperature
提醒	HSK4	tí xǐng	to remind; to call attention to
体重	HSK4	tǐ zhòng	body weight
痛	HSK4	tòng	ache; pain
桶	HSK4	tǒng	bucket; (trash) can
通	HSK4	tōng	to go through; to know well
通过	HSK4	tōng guò	to pass through; to get through; to adopt (a resolution); to pass (legislation)
童年	HSK4	tóng nián	childhood
同时	HSK4	tóng shí	at the same time; simultaneously
同样	HSK4	tóng yàng	same; equal; similar; similarly; also; too
通知	HSK4	tōng zhī	to notify; to inform
头痛	HSK4	tóu tòng	to have a headache
图	HSK4	tú	diagram; picture
土	HSK4	tǔ	earth; dust
推	HSK4	tuī	to push; to cut
推迟	HSK4	tuī chí	to postpone; to put off
推出	HSK4	tuī chū	to push out; to release
脱	HSK4	tuō	to shed; to take off
图片	HSK4	tú piàn	picture; photograph; CL:張|张[zhang1]
外出	HSK4	wài chū	to go out; to go away (on a trip etc)
外套	HSK4	wài tào	outer garment; jacket; coat; CL:件[jian4]
晚安	HSK4	wǎn ān	Good night!; Good evening!
晚餐	HSK4	wǎn cān	evening meal; dinner; CL:份[fen4],頓|顿[dun4],次[ci4]
网购	HSK4	wǎng gòu	Internet shopping; to purchase online
往往	HSK4	wǎng wǎng	usually; in many cases
网页	HSK4	wǎng yè	web page
网友	HSK4	wǎng yǒu	online friend; netizen; Internet user
网址	HSK4	wǎng zhǐ	web address; URL
完全	HSK4	wán quán	complete; whole; totally; entirely
袜子	HSK4	wà zi	socks; stockings
为	HSK4	wéi	as (in the capacity of); to take sth as
味	HSK4	wèi	taste; smell
味道	HSK4	wèi dao	flavor; taste; (fig.) feeling (of ...); sense (of ...); hint (of ...)
卫生	HSK4	wèi shēng	hygienic; sanitary; hygiene; sanitation
危险	HSK4	wēi xiǎn	danger; dangerous
闻	HSK4	wén	to hear; news
温度	HSK4	wēn dù	temperature; CL:個|个[ge4]
文件	HSK4	wén jiàn	document; file
文章	HSK4	wén zhāng	article; essay
文字	HSK4	wén zì	character; script
无	HSK4	wú	not to have; no
午餐	HSK4	wǔ cān	lunch; luncheon
无法	HSK4	wú fǎ	unable to; incapable of
误会	HSK4	wù huì	to misunderstand; to mistake
无聊	HSK4	wú liáo	bored; boring
无论	HSK4	wú lùn	no matter what or how; regardless of whether...
污染	HSK4	wū rǎn	(lit. and fig.) to pollute; to contaminate
细	HSK4	xì	thin or slender; finely particulate
吸	HSK4	xī	to breathe; to suck in
下降	HSK4	xià jiàng	to decline; to drop
咸	HSK4	xián	all; everyone
鲜	HSK4	xiān	fresh; bright (in color)
项	HSK4	xiàng	back of neck; item
响	HSK4	xiǎng	echo; sound
香	HSK4	xiāng	fragrant; sweet smelling
相比	HSK4	xiāng bǐ	to compare
想法	HSK4	xiǎng fǎ	way of thinking; opinion; notion; to think of a way (to do sth)
相反	HSK4	xiāng fǎn	opposite; contrary
相互	HSK4	xiāng hù	each other; mutual
相同	HSK4	xiāng tóng	identical; same
详细	HSK4	xiáng xì	detailed; in detail
鲜花	HSK4	xiān huā	flower; fresh flowers
现金	HSK4	xiàn jīn	cash
羡慕	HSK4	xiàn mù	to envy; to admire
线上	HSK4	xiàn shàng	online
线下	HSK4	xiàn xià	offline; below the line
现有	HSK4	xiàn yǒu	currently existing; currently available
小吃	HSK4	xiǎo chī	street food; snack
效果	HSK4	xiào guǒ	result; effect
笑话	HSK4	xiào hua	joke; jest; to laugh at; to mock
小伙子	HSK4	xiǎo huǒ zi	young man; young guy
小说	HSK4	xiǎo shuō	novel; fiction
消息	HSK4	xiāo xi	(piece of) news; information; message
小组	HSK4	xiǎo zǔ	group
西部	HSK4	xī bù	western part
血	HSK4	xuè	blood; colloquial pr. [xie3]
西红柿	HSK4	xī hóng shì	tomato
心	HSK4	xīn	heart; mind
性	HSK4	xìng	nature; character
醒	HSK4	xǐng	to wake up; to be awake
性别	HSK4	xìng bié	sex; gender
兴奋	HSK4	xīng fèn	excited; excitement
幸福	HSK4	xìng fú	happiness; happy
性格	HSK4	xìng gé	nature; disposition
星星	HSK4	xīng xing	(coll.) a star; the stars in the sky
信号	HSK4	xìn hào	signal
辛苦	HSK4	xīn kǔ	exhausting; hard
心情	HSK4	xīn qíng	mood; frame of mind
信息	HSK4	xìn xī	information; news; message
信心	HSK4	xìn xīn	confidence; faith (in sb or sth)
熊	HSK4	xióng	bear; (coll.) to scold; to rebuke
兄弟	HSK4	xiōng dì	brothers; younger brother
修	HSK4	xiū	to decorate; to embellish
修理	HSK4	xiū lǐ	to repair; to fix
细心	HSK4	xì xīn	meticulous; careful; attentive
吸引	HSK4	xī yǐn	to attract; to appeal to; to fascinate
许多	HSK4	xǔ duō	many; a lot of
学费	HSK4	xué fèi	tuition fee; tuition
学院	HSK4	xué yuàn	college; educational institute
压	HSK4	yā	to press; to push down
牙膏	HSK4	yá gāo	toothpaste; CL:管[guan3]
压力	HSK4	yā lì	pressure
盐	HSK4	yán	salt; CL:粒[li4]
演	HSK4	yǎn	to perform (a play etc); to stage (a show); (bound form) to develop; to play out; to carry out (a task)
烟	HSK4	yān	cigarette or pipe tobacco; CL:根[gen1]
演唱	HSK4	yǎn chàng	to sing (for an audience); vocal performance
演出	HSK4	yǎn chū	to act (in a play); to perform
养成	HSK4	yǎng chéng	to cultivate; to raise
严格	HSK4	yán gé	strict; stringent; tight; rigorous
阳光	HSK4	yáng guāng	sunshine; (of personality) upbeat; energetic
样子	HSK4	yàng zi	appearance; manner
眼镜	HSK4	yǎn jìng	spectacles; eyeglasses
研究	HSK4	yán jiū	research; a study
研究生	HSK4	yán jiū shēng	graduate student; postgraduate student
眼前	HSK4	yǎn qián	before one's eyes; now
演员	HSK4	yǎn yuán	actor; actress; performer
严重	HSK4	yán zhòng	grave; serious; severe; critical
邀请	HSK4	yāo qǐng	to invite; invitation
要是	HSK4	yào shi	(coll.) if
钥匙	HSK4	yào shi	key; CL:把[ba3]
亚洲	HSK4	Yà zhōu	Asia (abbr. for 亞細亞洲|亚细亚洲[Ya4 xi4 ya4 Zhou1])
夜	HSK4	yè	variant of 夜[ye4]
夜晚	HSK4	yè wǎn	night; CL:個|个[ge4]
也许	HSK4	yě xǔ	perhaps; maybe
叶子	HSK4	yè zi	leaf (CL:片[pian4]); (slang) marijuana
已	HSK4	yǐ	already; to stop
意见	HSK4	yì jiàn	idea; opinion
因此	HSK4	yīn cǐ	thus; consequently; as a result
以内	HSK4	yǐ nèi	within; less than
赢	HSK4	yíng	to beat; to win
赢得	HSK4	yíng dé	to win; to gain
应聘	HSK4	yìng pìn	to accept a job offer; to apply for an advertised position
引起	HSK4	yǐn qǐ	to give rise to; to lead to; to cause; to arouse
印象	HSK4	yìn xiàng	impression (sth that stays in one's mind); a memory
一切	HSK4	yī qiè	everything; every
一生	HSK4	yī shēng	all one's life; throughout one's life
艺术	HSK4	yì shù	art
勇敢	HSK4	yǒng gǎn	brave; courageous
用来	HSK4	yòng lái	to be used for
用于	HSK4	yòng yú	to use in; to use on; to use for
永远	HSK4	yǒng yuǎn	forever; eternal
由	HSK4	yóu	to follow; from
油	HSK4	yóu	oil; fat
优点	HSK4	yōu diǎn	merit; benefit
友好	HSK4	yǒu hǎo	friendly; amicable; close friend
幽默	HSK4	yōu mò	(loanword) humor; humorous
尤其	HSK4	yóu qí	especially; particularly
友情	HSK4	yǒu qíng	friendly feelings; friendship
有趣	HSK4	yǒu qù	interesting; fascinating; amusing
游玩	HSK4	yóu wán	to amuse oneself; to have fun
有效	HSK4	yǒu xiào	effective; in effect
优秀	HSK4	yōu xiù	outstanding; excellent
友谊	HSK4	yǒu yì	companionship; fellowship
由于	HSK4	yóu yú	due to; as a result of
有着	HSK4	yǒu zhe	to have; to possess
与	HSK4	yǔ	(formal) and; together with (linking parallel nouns, verbs, or phrases); (formal) with; from (marking the o...
原来	HSK4	yuán lái	original; former; originally; formerly; at first
远离	HSK4	yuǎn lí	to be far from; to keep away from
原谅	HSK4	yuán liàng	to excuse; to forgive
原因	HSK4	yuán yīn	cause; origin
院长	HSK4	yuàn zhǎng	the head of an institution whose name ends in 院[yuan4]; chair of a board; university president; college dea...
院子	HSK4	yuàn zi	courtyard; garden
约	HSK4	yuē	to make an appointment; to invite
月饼	HSK4	yuè bǐng	mooncake (esp. for the Mid-Autumn Festival)
阅读	HSK4	yuè dú	to read; reading
月份	HSK4	yuè fèn	month
约会	HSK4	yuē huì	appointment; engagement
语法	HSK4	yǔ fǎ	grammar
愉快	HSK4	yú kuài	cheerful; happy; pleasant; delighted
云	HSK4	Yún	surname Yun; short name for Yunnan 雲南|云南[Yun2 nan2]
允许	HSK4	yǔn xǔ	to permit; to allow
于是	HSK4	yú shì	thereupon; as a result; consequently; thus; hence
预习	HSK4	yù xí	to prepare a lesson
再次	HSK4	zài cì	once more; once again
再说	HSK4	zài shuō	to say again; to put off a discussion until later
暂时	HSK4	zàn shí	temporary; provisional; for the time being
暂停	HSK4	zàn tíng	to suspend; time-out (e.g. in sports)
早餐	HSK4	zǎo cān	breakfast; CL:份[fen4],頓|顿[dun4],次[ci4]
早晨	HSK4	zǎo chén	early morning; also pr. [zao3chen5]
杂志	HSK4	zá zhì	magazine; CL:本[ben3],份[fen4],期[qi1]
增加	HSK4	zēng jiā	to raise; to increase
增长	HSK4	zēng zhǎng	to grow; to increase
责任	HSK4	zé rèn	responsibility; duty; liability
着	HSK4	zháo	to touch; to come in contact with
着火	HSK4	zháo huǒ	to catch fire
招聘	HSK4	zhāo pìn	to invite applications for a job; to recruit
者	HSK4	zhě	(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...
证	HSK4	zhèng	certificate; proof
整	HSK4	zhěng	(bound form) whole; complete; entire; (before a measure word) whole; (before or after number + measure word...
正常	HSK4	zhèng cháng	normal; regular
整个	HSK4	zhěng gè	whole; entire
正好	HSK4	zhèng hǎo	just (in time); just right
证件	HSK4	zhèng jiàn	certificate; papers; credentials; document; ID
整理	HSK4	zhěng lǐ	to arrange; to tidy up
证明	HSK4	zhèng míng	proof; certificate
正确	HSK4	zhèng què	correct; sound; right; proper
正式	HSK4	zhèng shì	formal; official
真正	HSK4	zhēn zhèng	genuine; real; true; really; indeed
值	HSK4	zhí	value; (to be) worth
指	HSK4	zhǐ	finger; to point at or to
之	HSK4	zhī	(possessive particle, literary equivalent of 的[de5]); him
支持	HSK4	zhī chí	to be in favor of; to support
指出	HSK4	zhǐ chū	to indicate; to point out
值得	HSK4	zhí de	worth the money; to merit; to deserve; to be worth (doing sth)
支付	HSK4	zhī fù	to pay (money)
只好	HSK4	zhǐ hǎo	to have no other option but to ...; to have to; to be forced to
之后	HSK4	zhī hòu	after; behind; (at the beginning of a sentence) afterwards; since then
之间	HSK4	zhī jiān	(after a noun) between; among; amid; (used after certain bisyllabic words to form expressions indicating a...
直接	HSK4	zhí jiē	direct (opposite: indirect 間接|间接[jian4 jie1]); immediate
纸巾	HSK4	zhǐ jīn	paper towel; napkin
质量	HSK4	zhì liàng	(physics) mass; quality (i.e. degree of excellence)
之前	HSK4	zhī qián	before; prior to
至少	HSK4	zhì shǎo	at least; (to say the) least
知识	HSK4	zhī shi	knowledge; CL:門|门[men2]
植物	HSK4	zhí wù	plant; vegetation
职业	HSK4	zhí yè	occupation; profession; vocation; professional
之中	HSK4	zhī zhōng	inside; among
种	HSK4	zhǒng	seed; species
重	HSK4	chóng	to repeat; repetition
中餐	HSK4	zhōng cān	lunch; Chinese meal; Chinese food
重点	HSK4	zhòng diǎn	important point; main point; focus; key (project etc)
中年	HSK4	zhōng nián	middle age
重视	HSK4	zhòng shì	to attach importance to sth; to value
周围	HSK4	zhōu wéi	environs; surroundings; periphery
祝	HSK4	zhù	to pray for; to wish (sb bon voyage, happy birthday etc)
赚	HSK4	zhuàn	to earn; to make a profit
转	HSK4	zhuàn	to revolve; to turn
转发	HSK4	zhuǎn fā	to transmit; to forward (mail, SMS, packets of data)
装	HSK4	zhuāng	adornment; to adorn
转机	HSK4	zhuǎn jī	(to take) a turn for the better; to change planes
专门	HSK4	zhuān mén	specialized; dedicated (to a particular field or purpose); specially; specifically (for a particular purpose)
专业	HSK4	zhuān yè	specialty; specialized field
祝贺	HSK4	zhù hè	to congratulate; congratulations
著名	HSK4	zhù míng	famous; noted
准	HSK4	zhǔn	accurate; standard
准确	HSK4	zhǔn què	accurate; exact; precise
准时	HSK4	zhǔn shí	on time; punctual
主意	HSK4	zhǔ yi	plan; idea
自	HSK4	zì	(bound form) self; oneself; from; since
资料	HSK4	zī liào	material; resources
自然	HSK4	zì rán	nature; natural
自习	HSK4	zì xí	to study outside of class time (reviewing one's lessons); to study in one's free time
仔细	HSK4	zǐ xì	careful; attentive; cautious; to be careful; to look out
自信	HSK4	zì xìn	to have confidence in oneself; self-confidence
自学	HSK4	zì xué	self-study; to study on one's own
总结	HSK4	zǒng jié	to sum up; to conclude
组	HSK4	zǔ	to form; to organize
租	HSK4	zū	to hire; to rent
最终	HSK4	zuì zhōng	final; ultimate
尊重	HSK4	zūn zhòng	to esteem; to respect
座	HSK4	zuò	seat; base; stand
做法	HSK4	zuò fǎ	way of handling sth; method for making
作家	HSK4	zuò jiā	author; CL:個|个[ge4],位[wei4]
做梦	HSK4	zuò mèng	to dream; to have a dream; (fig.) to indulge in wishful thinking
作品	HSK4	zuò pǐn	work (of art); opus
作为	HSK4	zuò wéi	one's conduct; deed
座位	HSK4	zuò wèi	seat; CL:個|个[ge4]
作文	HSK4	zuò wén	to write an essay; composition (student essay)
作用	HSK4	zuò yòng	to act on; to affect; action; function; activity
左右	HSK4	zuǒ yòu	left and right; nearby
作者	HSK4	zuò zhě	author; writer
唉	HSK5	āi	interjection or grunt of agreement or recognition (e.g. yes, it's me!); to sigh
哎	HSK5	āi	hey!; (interjection used to attract attention or to express surprise or disapprobation)
爱护	HSK5	ài hù	to cherish; to treasure
哎呀	HSK5	āi yā	interjection of wonder, shock or admiration
暗	HSK5	àn	dark; to turn dark
安	HSK5	ān	(bound form) calm; peaceful; to calm; to set at ease
安全带	HSK5	ān quán dài	seat belt; safety belt
安慰	HSK5	ān wèi	to comfort; to console
安装	HSK5	ān zhuāng	to install; to erect
熬夜	HSK5	áo yè	to stay up late or all night
白	HSK5	bái	white; snowy
傍晚	HSK5	bàng wǎn	in the evening; when night falls
半夜	HSK5	bàn yè	midnight; in the middle of the night
薄	HSK5	bó	meager; slight
宝	HSK5	bǎo	jewel; gem
保	HSK5	bǎo	to defend; to protect; to keep; to guarantee; to ensure
保安	HSK5	bǎo ān	to ensure public security; to ensure safety (for workers engaged in production)
宝贝	HSK5	bǎo bèi	treasured object; treasure
保持	HSK5	bǎo chí	to keep; to maintain
保存	HSK5	bǎo cún	to conserve; to preserve; to keep; to store; (computing) to save (a file etc)
报到	HSK5	bào dào	to report for duty; to check in
报道	HSK5	bào dào	to report (news); report
报告	HSK5	bào gào	to inform; to report
宝贵	HSK5	bǎo guì	valuable; precious
包裹	HSK5	bāo guǒ	to wrap up; to bind up
包含	HSK5	bāo hán	to contain; to embody
报警	HSK5	bào jǐng	to sound an alarm; to report sth to the police
包括	HSK5	bāo kuò	to comprise; to include
保留	HSK5	bǎo liú	to keep; to retain
保险	HSK5	bǎo xiǎn	insurance; to insure
暴雨	HSK5	bào yǔ	torrential rain; rainstorm
抱怨	HSK5	bào yuàn	to complain; to grumble
保质期	HSK5	bǎo zhì qī	shelf life; expiration date
包装	HSK5	bāo zhuāng	to wrap; to package (goods etc); packaging; packing materials
把握	HSK5	bǎ wò	to grasp (also fig.); to seize
背	HSK5	bèi	the back of a body or object; to turn one's back
背后	HSK5	bèi hòu	behind; at the back
背景	HSK5	bèi jǐng	background; backdrop; context; (fig.) powerful backer
被子	HSK5	bèi zi	blanket; quilt; CL:條|条[tiao2],床[chuang2]
本	HSK5	běn	(bound form) root; stem; (bound form) origin; source
本地	HSK5	běn dì	local; this locality
本领	HSK5	běn lǐng	skill; ability
本人	HSK5	běn rén	I; me; myself; oneself; yourself; himself; herself; the person concerned
本质	HSK5	běn zhì	essence; nature
必	HSK5	bì	certainly; must
便	HSK5	biàn	plain; informal
变动	HSK5	biàn dòng	to change; to fluctuate
便利	HSK5	biàn lì	convenient; easy
便利店	HSK5	biàn lì diàn	convenience store
表达	HSK5	biǎo dá	to express; to convey
表面	HSK5	biǎo miàn	surface; face
表明	HSK5	biǎo míng	to make clear; to make known
表情	HSK5	biǎo qíng	(facial) expression; to express one's feelings
标题	HSK5	biāo tí	title; heading
标志	HSK5	biāo zhì	sign; mark; symbol; logo; to symbolize; to indicate; to mark
彼此	HSK5	bǐ cǐ	each other; one another
别	HSK5	bié	to leave; to part (from); (literary) to differentiate; to distinguish
比分	HSK5	bǐ fēn	score (of a game or competition)
毕竟	HSK5	bì jìng	after all; all in all
比例	HSK5	bǐ lì	proportion; scale
避免	HSK5	bì miǎn	to avert; to prevent
闭幕式	HSK5	bì mù shì	closing ceremony
饼	HSK5	bǐng	round flat cake; cookie
病房	HSK5	bìng fáng	ward (of a hospital); sickroom
病情	HSK5	bìng qíng	state of an illness; patient's condition
必然	HSK5	bì rán	inevitable; certain
必需	HSK5	bì xū	to need; to require
